x,y,z,orientation,length,width,height
4000,800,900,Y,200,200,100
4000,1000,900,Y,200,200,100
4000,1200,900,Y,200,200,100
4000,1400,900,Y,200,200,100
4000,1600,900,Y,200,200,100
4000,1800,900,Y,200,200,100
4000,2000,900,Y,200,200,100
4000,2200,900,Y,200,200,100
4000,2400,900,Y,200,200,100
4000,2600,900,Y,200,200,100
4000,2800,900,Y,200,200,100
4000,3000,900,Y,200,200,100
4000,3200,900,Y,200,200,100
4000,3400,900,Y,200,200,100
4000,3600,900,Y,200,200,100
4000,3800,900,Y,200,200,100
4000,4000,900,Y,200,200,100
4000,4200,900,Y,200,100,100
0,0,1000,X,200,200,100
200,0,1000,X,200,200,100
400,0,1000,X,200,200,100
600,0,1000,X,200,200,100
800,0,1000,X,200,200,100
1000,0,1000,X,200,200,100
1200,0,1000,X,200,200,100
1400,0,1000,X,200,200,100
1600,0,1000,X,200,200,100
1800,0,1000,X,200,200,100
2000,0,1000,X,200,200,100
2200,0,1000,X,200,200,100
2400,0,1000,X,200,200,100
2600,0,1000,X,200,200,100
2800,0,1000,X,200,200,100
3000,0,1000,X,200,200,100
3200,0,1000,X,200,200,100
3400,0,1000,X,200,200,100
3600,0,1000,X,200,200,100
3800,0,1000,X,200,200,100
4000,0,1000,X,200,200,100
0,4100,1000,X,200,200,100
200,4100,1000,X,200,200,100
400,4100,1000,X,200,200,100
600,4100,1000,X,200,200,100
800,4100,1000,X,200,200,100
1000,4100,1000,X,200,200,100
1200,4100,1000,X,200,200,100
1400,4100,1000,X,200,200,100
1600,4100,1000,X,200,200,100
1800,4100,1000,X,200,200,100
2000,4100,1000,X,200,200,100
2200,4100,1000,X,200,200,100
2400,4100,1000,X,200,200,100
2600,4100,1000,X,200,200,100
2800,4100,1000,X,200,200,100
3000,4100,1000,X,200,200,100
3200,4100,1000,X,200,200,100
3400,4100,1000,X,200,200,100
3600,4100,1000,X,200,200,100
3800,4100,1000,X,200,200,100
4000,4100,1000,X,200,200,100
0,0,1000,Y,200,200,100
0,200,1000,Y,200,200,100
0,400,1000,Y,200,200,100
0,600,1000,Y,200,200,100
0,800,1000,Y,200,200,100
0,1000,1000,Y,200,200,100
0,1200,1000,Y,200,200,100
0,1400,1000,Y,200,200,100
0,1600,1000,Y,200,200,100
0,1800,1000,Y,200,200,100
0,2000,1000,Y,200,200,100
0,2200,1000,Y,200,200,100
0,2400,1000,Y,200,200,100
0,2600,1000,Y,200,200,100
0,2800,1000,Y,200,200,100
0,3000,1000,Y,200,200,100
0,3200,1000,Y,200,200,100
0,3400,1000,Y,200,200,100
0,3600,1000,Y,200,200,100
0,3800,1000,Y,200,200,100
0,4000,1000,Y,200,200,100
0,4200,1000,Y,200,100,100
4000,0,1000,Y,200,200,100
4000,200,1000,Y,200,200,100
4000,400,1000,Y,200,200,100
4000,600,1000,Y,200,200,100
4000,800,1000,Y,200,200,100
4000,1000,1000,Y,200,200,100
4000,1200,1000,Y,200,200,100
4000,1400,1000,Y,200,200,100
4000,1600,1000,Y,200,200,100
4000,1800,1000,Y,200,200,100
4000,2000,1000,Y,200,200,100
4000,2200,1000,Y,200,200,100
4000,2400,1000,Y,200,200,100
4000,2600,1000,Y,200,200,100
4000,2800,1000,Y,200,200,100
4000,3000,1000,Y,200,200,100
4000,3200,1000,Y,200,200,100
4000,3400,1000,Y,200,200,100
4000,3600,1000,Y,200,200,100
4000,3800,1000,Y,200,200,100
4000,4000,1000,Y,200,200,100
4000,4200,1000,Y,200,100,100
0,0,1100,X,200,200,100
200,0,1100,X,200,200,100
400,0,1100,X,200,200,100
600,0,1100,X,200,200,100
800,0,1100,X,200,200,100
1000,0,1100,X,200,200,100
1200,0,1100,X,200,200,100
1400,0,1100,X,200,200,100
1600,0,1100,X,200,200,100
1800,0,1100,X,200,200,100
2000,0,1100,X,200,200,100
2200,0,1100,X,200,200,100
2400,0,1100,X,200,200,100
2600,0,1100,X,200,200,100
2800,0,1100,X,200,200,100
3000,0,1100,X,200,200,100
3200,0,1100,X,200,200,100
3400,0,1100,X,200,200,100
3600,0,1100,X,200,200,100
3800,0,1100,X,200,200,100
4000,0,1100,X,200,200,100
0,4100,1100,X,200,200,100
200,4100,1100,X,200,200,100
400,4100,1100,X,200,200,100
600,4100,1100,X,200,200,100
800,4100,1100,X,200,200,100
1000,4100,1100,X,200,200,100
1200,4100,1100,X,200,200,100
1400,4100,1100,X,200,200,100
1600,4100,1100,X,200,200,100
1800,4100,1100,X,200,200,100
2000,4100,1100,X,200,200,100
2200,4100,1100,X,200,200,100
2400,4100,1100,X,200,200,100
2600,4100,1100,X,200,200,100
2800,4100,1100,X,200,200,100
3000,4100,1100,X,200,200,100
3200,4100,1100,X,200,200,100
3400,4100,1100,X,200,200,100
3600,4100,1100,X,200,200,100
3800,4100,1100,X,200,200,100
4000,4100,1100,X,200,200,100
0,0,1100,Y,200,200,100
0,200,1100,Y,200,200,100
0,400,1100,Y,200,200,100
0,600,1100,Y,200,200,100
0,800,1100,Y,200,200,100
0,1000,1100,Y,200,200,100
0,1200,1100,Y,200,200,100
0,1400,1100,Y,200,200,100
0,1600,1100,Y,200,200,100
0,1800,1100,Y,200,200,100
0,2000,1100,Y,200,200,100
0,2200,1100,Y,200,200,100
0,2400,1100,Y,200,200,100
0,2600,1100,Y,200,200,100
0,2800,1100,Y,200,200,100
0,3000,1100,Y,200,200,100
0,3200,1100,Y,200,200,100
0,3400,1100,Y,200,200,100
0,3600,1100,Y,200,200,100
0,3800,1100,Y,200,200,100
0,4000,1100,Y,200,200,100
0,4200,1100,Y,200,100,100
4000,0,1100,Y,200,200,100
4000,200,1100,Y,200,200,100
4000,400,1100,Y,200,200,100
4000,600,1100,Y,200,200,100
4000,800,1100,Y,200,200,100
4000,1000,1100,Y,200,200,100
4000,1200,1100,Y,200,200,100
4000,1400,1100,Y,200,200,100
4000,1600,1100,Y,200,200,100
4000,1800,1100,Y,200,200,100
4000,2000,1100,Y,200,200,100
4000,2200,1100,Y,200,200,100
4000,2400,1100,Y,200,200,100
4000,2600,1100,Y,200,200,100
4000,2800,1100,Y,200,200,100
4000,3000,1100,Y,200,200,100
4000,3200,1100,Y,200,200,100
4000,3400,1100,Y,200,200,100
4000,3600,1100,Y,200,200,100
4000,3800,1100,Y,200,200,100
4000,4000,1100,Y,200,200,100
4000,4200,1100,Y,200,100,100
0,0,1200,X,200,200,100
200,0,1200,X,200,200,100
400,0,1200,X,200,200,100
600,0,1200,X,200,200,100
800,0,1200,X,200,200,100
1000,0,1200,X,200,200,100
1200,0,1200,X,200,200,100
1400,0,1200,X,200,200,100
1600,0,1200,X,200,200,100
1800,0,1200,X,200,200,100
2000,0,1200,X,200,200,100
2200,0,1200,X,200,200,100
2400,0,1200,X,200,200,100
2600,0,1200,X,200,200,100
2800,0,1200,X,200,200,100
3000,0,1200,X,200,200,100
3200,0,1200,X,200,200,100
3400,0,1200,X,200,200,100
3600,0,1200,X,200,200,100
3800,0,1200,X,200,200,100
4000,0,1200,X,200,200,100
0,4100,1200,X,200,200,100
200,4100,1200,X,200,200,100
400,4100,1200,X,200,200,100
600,4100,1200,X,200,200,100
800,4100,1200,X,200,200,100
1000,4100,1200,X,200,200,100
1200,4100,1200,X,200,200,100
1400,4100,1200,X,200,200,100
1600,4100,1200,X,200,200,100
1800,4100,1200,X,200,200,100
2000,4100,1200,X,200,200,100
2200,4100,1200,X,200,200,100
2400,4100,1200,X,200,200,100
2600,4100,1200,X,200,200,100
2800,4100,1200,X,200,200,100
3000,4100,1200,X,200,200,100
3200,4100,1200,X,200,200,100
3400,4100,1200,X,200,200,100
3600,4100,1200,X,200,200,100
3800,4100,1200,X,200,200,100
4000,4100,1200,X,200,200,100
0,0,1200,Y,200,200,100
0,200,1200,Y,200,200,100
0,400,1200,Y,200,200,100
0,600,1200,Y,200,200,100
0,800,1200,Y,200,200,100
0,1000,1200,Y,200,200,100
0,1200,1200,Y,200,200,100
0,1400,1200,Y,200,200,100
0,1600,1200,Y,200,200,100
0,1800,1200,Y,200,200,100
0,2000,1200,Y,200,200,100
0,2200,1200,Y,200,200,100
0,2400,1200,Y,200,200,100
0,2600,1200,Y,200,200,100
0,2800,1200,Y,200,200,100
0,3000,1200,Y,200,200,100
0,3200,1200,Y,200,200,100
0,3400,1200,Y,200,200,100
0,3600,1200,Y,200,200,100
0,3800,1200,Y,200,200,100
0,4000,1200,Y,200,200,100
0,4200,1200,Y,200,100,100
4000,0,1200,Y,200,200,100
4000,200,1200,Y,200,200,100
4000,400,1200,Y,200,200,100
4000,600,1200,Y,200,200,100
4000,800,1200,Y,200,200,100
4000,1000,1200,Y,200,200,100
4000,1200,1200,Y,200,200,100
4000,1400,1200,Y,200,200,100
4000,1600,1200,Y,200,200,100
4000,1800,1200,Y,200,200,100
4000,2000,1200,Y,200,200,100
4000,2200,1200,Y,200,200,100
4000,2400,1200,Y,200,200,100
4000,2600,1200,Y,200,200,100
4000,2800,1200,Y,200,200,100
4000,3000,1200,Y,200,200,100
4000,3200,1200,Y,200,200,100
4000,3400,1200,Y,200,200,100
4000,3600,1200,Y,200,200,100
4000,3800,1200,Y,200,200,100
4000,4000,1200,Y,200,200,100
4000,4200,1200,Y,200,100,100
0,0,1300,X,200,200,100
200,0,1300,X,200,200,100
400,0,1300,X,200,200,100
600,0,1300,X,200,200,100
800,0,1300,X,200,200,100
1000,0,1300,X,200,200,100
1200,0,1300,X,200,200,100
1400,0,1300,X,200,200,100
1600,0,1300,X,200,200,100
1800,0,1300,X,200,200,100
2000,0,1300,X,200,200,100
2200,0,1300,X,200,200,100
2400,0,1300,X,200,200,100
2600,0,1300,X,200,200,100
2800,0,1300,X,200,200,100
3000,0,1300,X,200,200,100
3200,0,1300,X,200,200,100
3400,0,1300,X,200,200,100
3600,0,1300,X,200,200,100
3800,0,1300,X,200,200,100
4000,0,1300,X,200,200,100
0,4100,1300,X,200,200,100
200,4100,1300,X,200,200,100
400,4100,1300,X,200,200,100
600,4100,1300,X,200,200,100
800,4100,1300,X,200,200,100
1000,4100,1300,X,200,200,100
1200,4100,1300,X,200,200,100
1400,4100,1300,X,200,200,100
1600,4100,1300,X,200,200,100
1800,4100,1300,X,200,200,100
2000,4100,1300,X,200,200,100
2200,4100,1300,X,200,200,100
2400,4100,1300,X,200,200,100
2600,4100,1300,X,200,200,100
2800,4100,1300,X,200,200,100
3000,4100,1300,X,200,200,100
3200,4100,1300,X,200,200,100
3400,4100,1300,X,200,200,100
3600,4100,1300,X,200,200,100
3800,4100,1300,X,200,200,100
4000,4100,1300,X,200,200,100
0,0,1300,Y,200,200,100
0,200,1300,Y,200,200,100
0,400,1300,Y,200,200,100
0,600,1300,Y,200,200,100
0,800,1300,Y,200,200,100
0,1000,1300,Y,200,200,100
0,1200,1300,Y,200,200,100
0,1400,1300,Y,200,200,100
0,1600,1300,Y,200,200,100
0,1800,1300,Y,200,200,100
0,2000,1300,Y,200,200,100
0,2200,1300,Y,200,200,100
0,2400,1300,Y,200,200,100
0,2600,1300,Y,200,200,100
0,2800,1300,Y,200,200,100
0,3000,1300,Y,200,200,100
0,3200,1300,Y,200,200,100
0,3400,1300,Y,200,200,100
0,3600,1300,Y,200,200,100
0,3800,1300,Y,200,200,100
0,4000,1300,Y,200,200,100
0,4200,1300,Y,200,100,100
4000,0,1300,Y,200,200,100
4000,200,1300,Y,200,200,100
4000,400,1300,Y,200,200,100
4000,600,1300,Y,200,200,100
4000,800,1300,Y,200,200,100
4000,1000,1300,Y,200,200,100
4000,1200,1300,Y,200,200,100
4000,1400,1300,Y,200,200,100
4000,1600,1300,Y,200,200,100
4000,1800,1300,Y,200,200,100
4000,2000,1300,Y,200,200,100
4000,2200,1300,Y,200,200,100
4000,2400,1300,Y,200,200,100
4000,2600,1300,Y,200,200,100
4000,2800,1300,Y,200,200,100
4000,3000,1300,Y,200,200,100
4000,3200,1300,Y,200,200,100
4000,3400,1300,Y,200,200,100
4000,3600,1300,Y,200,200,100
4000,3800,1300,Y,200,200,100
4000,4000,1300,Y,200,200,100
4000,4200,1300,Y,200,100,100
0,0,1400,X,200,200,100
200,0,1400,X,200,200,100
400,0,1400,X,200,200,100
600,0,1400,X,200,200,100
800,0,1400,X,200,200,100
1000,0,1400,X,200,200,100
1200,0,1400,X,200,200,100
1400,0,1400,X,200,200,100
1600,0,1400,X,200,200,100
1800,0,1400,X,200,200,100
2000,0,1400,X,200,200,100
2200,0,1400,X,200,200,100
2400,0,1400,X,200,200,100
2600,0,1400,X,200,200,100
2800,0,1400,X,200,200,100
3000,0,1400,X,200,200,100
3200,0,1400,X,200,200,100
3400,0,1400,X,200,200,100
3600,0,1400,X,200,200,100
3800,0,1400,X,200,200,100
4000,0,1400,X,200,200,100
0,4100,1400,X,200,200,100
200,4100,1400,X,200,200,100
400,4100,1400,X,200,200,100
600,4100,1400,X,200,200,100
800,4100,1400,X,200,200,100
1000,4100,1400,X,200,200,100
1200,4100,1400,X,200,200,100
1400,4100,1400,X,200,200,100
1600,4100,1400,X,200,200,100
1800,4100,1400,X,200,200,100
2000,4100,1400,X,200,200,100
2200,4100,1400,X,200,200,100
2400,4100,1400,X,200,200,100
2600,4100,1400,X,200,200,100
2800,4100,1400,X,200,200,100
3000,4100,1400,X,200,200,100
3200,4100,1400,X,200,200,100
3400,4100,1400,X,200,200,100
3600,4100,1400,X,200,200,100
3800,4100,1400,X,200,200,100
4000,4100,1400,X,200,200,100
0,0,1400,Y,200,200,100
0,200,1400,Y,200,200,100
0,400,1400,Y,200,200,100
0,600,1400,Y,200,200,100
0,800,1400,Y,200,200,100
0,1000,1400,Y,200,200,100
0,1200,1400,Y,200,200,100
0,1400,1400,Y,200,200,100
0,1600,1400,Y,200,200,100
0,1800,1400,Y,200,200,100
0,2000,1400,Y,200,200,100
0,2200,1400,Y,200,200,100
0,2400,1400,Y,200,200,100
0,2600,1400,Y,200,200,100
0,2800,1400,Y,200,200,100
0,3000,1400,Y,200,200,100
0,3200,1400,Y,200,200,100
0,3400,1400,Y,200,200,100
0,3600,1400,Y,200,200,100
0,3800,1400,Y,200,200,100
0,4000,1400,Y,200,200,100
0,4200,1400,Y,200,100,100
4000,0,1400,Y,200,200,100
4000,200,1400,Y,200,200,100
4000,400,1400,Y,200,200,100
4000,600,1400,Y,200,200,100
4000,800,1400,Y,200,200,100
4000,1000,1400,Y,200,200,100
4000,1200,1400,Y,200,200,100
4000,1400,1400,Y,200,200,100
4000,1600,1400,Y,200,200,100
4000,1800,1400,Y,200,200,100
4000,2000,1400,Y,200,200,100
4000,2200,1400,Y,200,200,100
4000,2400,1400,Y,200,200,100
4000,2600,1400,Y,200,200,100
4000,2800,1400,Y,200,200,100
4000,3000,1400,Y,200,200,100
4000,3200,1400,Y,200,200,100
4000,3400,1400,Y,200,200,100
4000,3600,1400,Y,200,200,100
4000,3800,1400,Y,200,200,100
4000,4000,1400,Y,200,200,100
4000,4200,1400,Y,200,100,100
0,0,1500,X,200,200,100
200,0,1500,X,200,200,100
400,0,1500,X,200,200,100
600,0,1500,X,200,200,100
800,0,1500,X,200,200,100
1000,0,1500,X,200,200,100
1200,0,1500,X,200,200,100
1400,0,1500,X,200,200,100
1600,0,1500,X,200,200,100
1800,0,1500,X,200,200,100
2000,0,1500,X,200,200,100
2200,0,1500,X,200,200,100
2400,0,1500,X,200,200,100
2600,0,1500,X,200,200,100
2800,0,1500,X,200,200,100
3000,0,1500,X,200,200,100
3200,0,1500,X,200,200,100
3400,0,1500,X,200,200,100
3600,0,1500,X,200,200,100
3800,0,1500,X,200,200,100
4000,0,1500,X,200,200,100
0,4100,1500,X,200,200,100
200,4100,1500,X,200,200,100
400,4100,1500,X,200,200,100
600,4100,1500,X,200,200,100
800,4100,1500,X,200,200,100
1000,4100,1500,X,200,200,100
1200,4100,1500,X,200,200,100
1400,4100,1500,X,200,200,100
1600,4100,1500,X,200,200,100
1800,4100,1500,X,200,200,100
2000,4100,1500,X,200,200,100
2200,4100,1500,X,200,200,100
2400,4100,1500,X,200,200,100
2600,4100,1500,X,200,200,100
2800,4100,1500,X,200,200,100
3000,4100,1500,X,200,200,100
3200,4100,1500,X,200,200,100
3400,4100,1500,X,200,200,100
3600,4100,1500,X,200,200,100
3800,4100,1500,X,200,200,100
4000,4100,1500,X,200,200,100
0,0,1500,Y,200,200,100
0,200,1500,Y,200,200,100
0,400,1500,Y,200,200,100
0,600,1500,Y,200,200,100
0,800,1500,Y,200,200,100
0,1000,1500,Y,200,200,100
0,1200,1500,Y,200,200,100
0,1400,1500,Y,200,200,100
0,1600,1500,Y,200,200,100
0,1800,1500,Y,200,200,100
0,2000,1500,Y,200,200,100
0,2200,1500,Y,200,200,100
0,2400,1500,Y,200,200,100
0,2600,1500,Y,200,200,100
0,2800,1500,Y,200,200,100
0,3000,1500,Y,200,200,100
0,3200,1500,Y,200,200,100
0,3400,1500,Y,200,200,100
0,3600,1500,Y,200,200,100
0,3800,1500,Y,200,200,100
0,4000,1500,Y,200,200,100
0,4200,1500,Y,200,100,100
4000,0,1500,Y,200,200,100
4000,200,1500,Y,200,200,100
4000,400,1500,Y,200,200,100
4000,600,1500,Y,200,200,100
4000,800,1500,Y,200,200,100
4000,1000,1500,Y,200,200,100
4000,1200,1500,Y,200,200,100
4000,1400,1500,Y,200,200,100
4000,1600,1500,Y,200,200,100
4000,1800,1500,Y,200,200,100
4000,2000,1500,Y,200,200,100
4000,2200,1500,Y,200,200,100
4000,2400,1500,Y,200,200,100
4000,2600,1500,Y,200,200,100
4000,2800,1500,Y,200,200,100
4000,3000,1500,Y,200,200,100
4000,3200,1500,Y,200,200,100
4000,3400,1500,Y,200,200,100
4000,3600,1500,Y,200,200,100
4000,3800,1500,Y,200,200,100
4000,4000,1500,Y,200,200,100
4000,4200,1500,Y,200,100,100
0,0,1600,X,200,200,100
200,0,1600,X,200,200,100
400,0,1600,X,200,200,100
600,0,1600,X,200,200,100
800,0,1600,X,200,200,100
1000,0,1600,X,200,200,100
1200,0,1600,X,200,200,100
1400,0,1600,X,200,200,100
1600,0,1600,X,200,200,100
1800,0,1600,X,200,200,100
2000,0,1600,X,200,200,100
2200,0,1600,X,200,200,100
2400,0,1600,X,200,200,100
2600,0,1600,X,200,200,100
2800,0,1600,X,200,200,100
3000,0,1600,X,200,200,100
3200,0,1600,X,200,200,100
3400,0,1600,X,200,200,100
3600,0,1600,X,200,200,100
3800,0,1600,X,200,200,100
4000,0,1600,X,200,200,100
0,4100,1600,X,200,200,100
200,4100,1600,X,200,200,100
400,4100,1600,X,200,200,100
600,4100,1600,X,200,200,100
800,4100,1600,X,200,200,100
1000,4100,1600,X,200,200,100
1200,4100,1600,X,200,200,100
1400,4100,1600,X,200,200,100
1600,4100,1600,X,200,200,100
1800,4100,1600,X,200,200,100
2000,4100,1600,X,200,200,100
2200,4100,1600,X,200,200,100
2400,4100,1600,X,200,200,100
2600,4100,1600,X,200,200,100
2800,4100,1600,X,200,200,100
3000,4100,1600,X,200,200,100
3200,4100,1600,X,200,200,100
3400,4100,1600,X,200,200,100
3600,4100,1600,X,200,200,100
3800,4100,1600,X,200,200,100
4000,4100,1600,X,200,200,100
0,0,1600,Y,200,200,100
0,200,1600,Y,200,200,100
0,400,1600,Y,200,200,100
0,600,1600,Y,200,200,100
0,800,1600,Y,200,200,100
0,1000,1600,Y,200,200,100
0,1200,1600,Y,200,200,100
0,1400,1600,Y,200,200,100
0,1600,1600,Y,200,200,100
0,1800,1600,Y,200,200,100
0,2000,1600,Y,200,200,100
0,2200,1600,Y,200,200,100
0,2400,1600,Y,200,200,100
0,2600,1600,Y,200,200,100
0,2800,1600,Y,200,200,100
0,3000,1600,Y,200,200,100
0,3200,1600,Y,200,200,100
0,3400,1600,Y,200,200,100
0,3600,1600,Y,200,200,100
0,3800,1600,Y,200,200,100
0,4000,1600,Y,200,200,100
0,4200,1600,Y,200,100,100
4000,0,1600,Y,200,200,100
4000,200,1600,Y,200,200,100
4000,400,1600,Y,200,200,100
4000,600,1600,Y,200,200,100
4000,800,1600,Y,200,200,100
4000,1000,1600,Y,200,200,100
4000,1200,1600,Y,200,200,100
4000,1400,1600,Y,200,200,100
4000,1600,1600,Y,200,200,100
4000,1800,1600,Y,200,200,100
4000,2000,1600,Y,200,200,100
4000,2200,1600,Y,200,200,100
4000,2400,1600,Y,200,200,100
4000,2600,1600,Y,200,200,100
4000,2800,1600,Y,200,200,100
4000,3000,1600,Y,200,200,100
4000,3200,1600,Y,200,200,100
4000,3400,1600,Y,200,200,100
4000,3600,1600,Y,200,200,100
4000,3800,1600,Y,200,200,100
4000,4000,1600,Y,200,200,100
4000,4200,1600,Y,200,100,100
0,0,1700,X,200,200,100
200,0,1700,X,200,200,100
400,0,1700,X,200,200,100
600,0,1700,X,200,200,100
800,0,1700,X,200,200,100
1000,0,1700,X,200,200,100
1200,0,1700,X,200,200,100
1400,0,1700,X,200,200,100
1600,0,1700,X,200,200,100
1800,0,1700,X,200,200,100
2000,0,1700,X,200,200,100
2200,0,1700,X,200,200,100
2400,0,1700,X,200,200,100
2600,0,1700,X,200,200,100
2800,0,1700,X,200,200,100
3000,0,1700,X,200,200,100
3200,0,1700,X,200,200,100
3400,0,1700,X,200,200,100
3600,0,1700,X,200,200,100
3800,0,1700,X,200,200,100
4000,0,1700,X,200,200,100
0,4100,1700,X,200,200,100
200,4100,1700,X,200,200,100
400,4100,1700,X,200,200,100
600,4100,1700,X,200,200,100
800,4100,1700,X,200,200,100
1000,4100,1700,X,200,200,100
1200,4100,1700,X,200,200,100
1400,4100,1700,X,200,200,100
1600,4100,1700,X,200,200,100
1800,4100,1700,X,200,200,100
2000,4100,1700,X,200,200,100
2200,4100,1700,X,200,200,100
2400,4100,1700,X,200,200,100
2600,4100,1700,X,200,200,100
2800,4100,1700,X,200,200,100
3000,4100,1700,X,200,200,100
3200,4100,1700,X,200,200,100
3400,4100,1700,X,200,200,100
3600,4100,1700,X,200,200,100
3800,4100,1700,X,200,200,100
4000,4100,1700,X,200,200,100
0,0,1700,Y,200,200,100
0,200,1700,Y,200,200,100
0,400,1700,Y,200,200,100
0,600,1700,Y,200,200,100
0,800,1700,Y,200,200,100
0,1000,1700,Y,200,200,100
0,1200,1700,Y,200,200,100
0,1400,1700,Y,200,200,100
0,1600,1700,Y,200,200,100
0,1800,1700,Y,200,200,100
0,2000,1700,Y,200,200,100
0,2200,1700,Y,200,200,100
0,2400,1700,Y,200,200,100
0,2600,1700,Y,200,200,100
0,2800,1700,Y,200,200,100
0,3000,1700,Y,200,200,100
0,3200,1700,Y,200,200,100
0,3400,1700,Y,200,200,100
0,3600,1700,Y,200,200,100
0,3800,1700,Y,200,200,100
0,4000,1700,Y,200,200,100
0,4200,1700,Y,200,100,100
4000,0,1700,Y,200,200,100
4000,200,1700,Y,200,200,100
4000,400,1700,Y,200,200,100
4000,600,1700,Y,200,200,100
4000,800,1700,Y,200,200,100
4000,1000,1700,Y,200,200,100
4000,1200,1700,Y,200,200,100
4000,1400,1700,Y,200,200,100
4000,1600,1700,Y,200,200,100
4000,1800,1700,Y,200,200,100
4000,2000,1700,Y,200,200,100
4000,2200,1700,Y,200,200,100
4000,2400,1700,Y,200,200,100
4000,2600,1700,Y,200,200,100
4000,2800,1700,Y,200,200,100
4000,3000,1700,Y,200,200,100
4000,3200,1700,Y,200,200,100
4000,3400,1700,Y,200,200,100
4000,3600,1700,Y,200,200,100
4000,3800,1700,Y,200,200,100
4000,4000,1700,Y,200,200,100
4000,4200,1700,Y,200,100,100
0,0,1800,X,200,200,100
200,0,1800,X,200,200,100
400,0,1800,X,200,200,100
600,0,1800,X,200,200,100
800,0,1800,X,200,200,100
1000,0,1800,X,200,200,100
1200,0,1800,X,200,200,100
1400,0,1800,X,200,200,100
1600,0,1800,X,200,200,100
1800,0,1800,X,200,200,100
2000,0,1800,X,200,200,100
2200,0,1800,X,200,200,100
2400,0,1800,X,200,200,100
2600,0,1800,X,200,200,100
2800,0,1800,X,200,200,100
3000,0,1800,X,200,200,100
3200,0,1800,X,200,200,100
3400,0,1800,X,200,200,100
3600,0,1800,X,200,200,100
3800,0,1800,X,200,200,100
4000,0,1800,X,200,200,100
0,4100,1800,X,200,200,100
200,4100,1800,X,200,200,100
400,4100,1800,X,200,200,100
600,4100,1800,X,200,200,100
800,4100,1800,X,200,200,100
1000,4100,1800,X,200,200,100
1200,4100,1800,X,200,200,100
1400,4100,1800,X,200,200,100
1600,4100,1800,X,200,200,100
1800,4100,1800,X,200,200,100
2000,4100,1800,X,200,200,100
2200,4100,1800,X,200,200,100
2400,4100,1800,X,200,200,100
2600,4100,1800,X,200,200,100
2800,4100,1800,X,200,200,100
3000,4100,1800,X,200,200,100
3200,4100,1800,X,200,200,100
3400,4100,1800,X,200,200,100
3600,4100,1800,X,200,200,100
3800,4100,1800,X,200,200,100
4000,4100,1800,X,200,200,100
0,0,1800,Y,200,200,100
0,200,1800,Y,200,200,100
0,400,1800,Y,200,200,100
0,600,1800,Y,200,200,100
0,800,1800,Y,200,200,100
0,1000,1800,Y,200,200,100
0,1200,1800,Y,200,200,100
0,1400,1800,Y,200,200,100
0,1600,1800,Y,200,200,100
0,1800,1800,Y,200,200,100
0,2000,1800,Y,200,200,100
0,2200,1800,Y,200,200,100
0,2400,1800,Y,200,200,100
0,2600,1800,Y,200,200,100
0,2800,1800,Y,200,200,100
0,3000,1800,Y,200,200,100
0,3200,1800,Y,200,200,100
0,3400,1800,Y,200,200,100
0,3600,1800,Y,200,200,100
0,3800,1800,Y,200,200,100
0,4000,1800,Y,200,200,100
0,4200,1800,Y,200,100,100
4000,0,1800,Y,200,200,100
4000,200,1800,Y,200,200,100
4000,400,1800,Y,200,200,100
4000,600,1800,Y,200,200,100
4000,800,1800,Y,200,200,100
4000,1000,1800,Y,200,200,100
4000,1200,1800,Y,200,200,100
4000,1400,1800,Y,200,200,100
4000,1600,1800,Y,200,200,100
4000,1800,1800,Y,200,200,100
4000,2000,1800,Y,200,200,100
4000,2200,1800,Y,200,200,100
4000,2400,1800,Y,200,200,100
4000,2600,1800,Y,200,200,100
4000,2800,1800,Y,200,200,100
4000,3000,1800,Y,200,200,100
4000,3200,1800,Y,200,200,100
4000,3400,1800,Y,200,200,100
4000,3600,1800,Y,200,200,100
4000,3800,1800,Y,200,200,100
4000,4000,1800,Y,200,200,100
4000,4200,1800,Y,200,100,100
0,0,1900,X,200,200,100
200,0,1900,X,200,200,100
400,0,1900,X,200,200,100
600,0,1900,X,200,200,100
800,0,1900,X,200,200,100
1000,0,1900,X,200,200,100
1200,0,1900,X,200,200,100
1400,0,1900,X,200,200,100
1600,0,1900,X,200,200,100
1800,0,1900,X,200,200,100
2000,0,1900,X,200,200,100
2200,0,1900,X,200,200,100
2400,0,1900,X,200,200,100
2600,0,1900,X,200,200,100
2800,0,1900,X,200,200,100
3000,0,1900,X,200,200,100
3200,0,1900,X,200,200,100
3400,0,1900,X,200,200,100
3600,0,1900,X,200,200,100
3800,0,1900,X,200,200,100
4000,0,1900,X,200,200,100
0,4100,1900,X,200,200,100
200,4100,1900,X,200,200,100
400,4100,1900,X,200,200,100
600,4100,1900,X,200,200,100
800,4100,1900,X,200,200,100
1000,4100,1900,X,200,200,100
1200,4100,1900,X,200,200,100
1400,4100,1900,X,200,200,100
1600,4100,1900,X,200,200,100
1800,4100,1900,X,200,200,100
2000,4100,1900,X,200,200,100
2200,4100,1900,X,200,200,100
2400,4100,1900,X,200,200,100
2600,4100,1900,X,200,200,100
2800,4100,1900,X,200,200,100
3000,4100,1900,X,200,200,100
3200,4100,1900,X,200,200,100
3400,4100,1900,X,200,200,100
3600,4100,1900,X,200,200,100
3800,4100,1900,X,200,200,100
4000,4100,1900,X,200,200,100
