x,y,z,orientation,length,width,height
200,3300,4200,XY,200,100,100
400,3300,4200,XY,200,100,100
600,3300,4200,XY,200,100,100
800,3300,4200,XY,200,100,100
1000,3300,4200,XY,200,100,100
1200,3300,4200,XY,200,100,100
1400,3300,4200,XY,200,100,100
1600,3300,4200,XY,200,100,100
1800,3300,4200,XY,200,100,100
2000,3300,4200,XY,200,100,100
2200,3300,4200,XY,200,100,100
2400,3300,4200,XY,200,100,100
2600,3300,4200,XY,200,100,100
2800,3300,4200,XY,200,100,100
3000,3300,4200,XY,200,100,100
3200,3300,4200,XY,200,100,100
3400,3300,4200,XY,200,100,100
3600,3300,4200,XY,200,100,100
3800,3300,4200,XY,200,100,100
4000,3300,4200,XY,200,100,100
0,3400,4200,XY,200,100,100
200,3400,4200,XY,200,100,100
400,3400,4200,XY,200,100,100
600,3400,4200,XY,200,100,100
800,3400,4200,XY,200,100,100
1000,3400,4200,XY,200,100,100
1200,3400,4200,XY,200,100,100
1400,3400,4200,XY,200,100,100
1600,3400,4200,XY,200,100,100
1800,3400,4200,XY,200,100,100
2000,3400,4200,XY,200,100,100
2200,3400,4200,XY,200,100,100
2400,3400,4200,XY,200,100,100
2600,3400,4200,XY,200,100,100
2800,3400,4200,XY,200,100,100
3000,3400,4200,XY,200,100,100
3200,3400,4200,XY,200,100,100
3400,3400,4200,XY,200,100,100
3600,3400,4200,XY,200,100,100
3800,3400,4200,XY,200,100,100
4000,3400,4200,XY,200,100,100
0,3500,4200,XY,200,100,100
200,3500,4200,XY,200,100,100
400,3500,4200,XY,200,100,100
600,3500,4200,XY,200,100,100
800,3500,4200,XY,200,100,100
1000,3500,4200,XY,200,100,100
1200,3500,4200,XY,200,100,100
1400,3500,4200,XY,200,100,100
1600,3500,4200,XY,200,100,100
1800,3500,4200,XY,200,100,100
2000,3500,4200,XY,200,100,100
2200,3500,4200,XY,200,100,100
2400,3500,4200,XY,200,100,100
2600,3500,4200,XY,200,100,100
2800,3500,4200,XY,200,100,100
3000,3500,4200,XY,200,100,100
3200,3500,4200,XY,200,100,100
3400,3500,4200,XY,200,100,100
3600,3500,4200,XY,200,100,100
3800,3500,4200,XY,200,100,100
4000,3500,4200,XY,200,100,100
0,3600,4200,XY,200,100,100
200,3600,4200,XY,200,100,100
400,3600,4200,XY,200,100,100
600,3600,4200,XY,200,100,100
800,3600,4200,XY,200,100,100
1000,3600,4200,XY,200,100,100
1200,3600,4200,XY,200,100,100
1400,3600,4200,XY,200,100,100
1600,3600,4200,XY,200,100,100
1800,3600,4200,XY,200,100,100
2000,3600,4200,XY,200,100,100
2200,3600,4200,XY,200,100,100
2400,3600,4200,XY,200,100,100
2600,3600,4200,XY,200,100,100
2800,3600,4200,XY,200,100,100
3000,3600,4200,XY,200,100,100
3200,3600,4200,XY,200,100,100
3400,3600,4200,XY,200,100,100
3600,3600,4200,XY,200,100,100
3800,3600,4200,XY,200,100,100
4000,3600,4200,XY,200,100,100
0,3700,4200,XY,200,100,100
200,3700,4200,XY,200,100,100
400,3700,4200,XY,200,100,100
600,3700,4200,XY,200,100,100
800,3700,4200,XY,200,100,100
1000,3700,4200,XY,200,100,100
1200,3700,4200,XY,200,100,100
1400,3700,4200,XY,200,100,100
1600,3700,4200,XY,200,100,100
1800,3700,4200,XY,200,100,100
2000,3700,4200,XY,200,100,100
2200,3700,4200,XY,200,100,100
2400,3700,4200,XY,200,100,100
2600,3700,4200,XY,200,100,100
2800,3700,4200,XY,200,100,100
3000,3700,4200,XY,200,100,100
3200,3700,4200,XY,200,100,100
3400,3700,4200,XY,200,100,100
3600,3700,4200,XY,200,100,100
3800,3700,4200,XY,200,100,100
4000,3700,4200,XY,200,100,100
0,3800,4200,XY,200,100,100
200,3800,4200,XY,200,100,100
400,3800,4200,XY,200,100,100
600,3800,4200,XY,200,100,100
800,3800,4200,XY,200,100,100
1000,3800,4200,XY,200,100,100
1200,3800,4200,XY,200,100,100
1400,3800,4200,XY,200,100,100
1600,3800,4200,XY,200,100,100
1800,3800,4200,XY,200,100,100
2000,3800,4200,XY,200,100,100
2200,3800,4200,XY,200,100,100
2400,3800,4200,XY,200,100,100
2600,3800,4200,XY,200,100,100
2800,3800,4200,XY,200,100,100
3000,3800,4200,XY,200,100,100
3200,3800,4200,XY,200,100,100
3400,3800,4200,XY,200,100,100
3600,3800,4200,XY,200,100,100
3800,3800,4200,XY,200,100,100
4000,3800,4200,XY,200,100,100
0,3900,4200,XY,200,100,100
200,3900,4200,XY,200,100,100
400,3900,4200,XY,200,100,100
600,3900,4200,XY,200,100,100
800,3900,4200,XY,200,100,100
1000,3900,4200,XY,200,100,100
1200,3900,4200,XY,200,100,100
1400,3900,4200,XY,200,100,100
1600,3900,4200,XY,200,100,100
1800,3900,4200,XY,200,100,100
2000,3900,4200,XY,200,100,100
2200,3900,4200,XY,200,100,100
2400,3900,4200,XY,200,100,100
2600,3900,4200,XY,200,100,100
2800,3900,4200,XY,200,100,100
3000,3900,4200,XY,200,100,100
3200,3900,4200,XY,200,100,100
3400,3900,4200,XY,200,100,100
3600,3900,4200,XY,200,100,100
3800,3900,4200,XY,200,100,100
4000,3900,4200,XY,200,100,100
0,4000,4200,XY,200,100,100
200,4000,4200,XY,200,100,100
400,4000,4200,XY,200,100,100
600,4000,4200,XY,200,100,100
800,4000,4200,XY,200,100,100
1000,4000,4200,XY,200,100,100
1200,4000,4200,XY,200,100,100
1400,4000,4200,XY,200,100,100
1600,4000,4200,XY,200,100,100
1800,4000,4200,XY,200,100,100
2000,4000,4200,XY,200,100,100
2200,4000,4200,XY,200,100,100
2400,4000,4200,XY,200,100,100
2600,4000,4200,XY,200,100,100
2800,4000,4200,XY,200,100,100
3000,4000,4200,XY,200,100,100
3200,4000,4200,XY,200,100,100
3400,4000,4200,XY,200,100,100
3600,4000,4200,XY,200,100,100
3800,4000,4200,XY,200,100,100
4000,4000,4200,XY,200,100,100
0,4100,4200,XY,200,100,100
200,4100,4200,XY,200,100,100
400,4100,4200,XY,200,100,100
600,4100,4200,XY,200,100,100
800,4100,4200,XY,200,100,100
1000,4100,4200,XY,200,100,100
1200,4100,4200,XY,200,100,100
1400,4100,4200,XY,200,100,100
1600,4100,4200,XY,200,100,100
1800,4100,4200,XY,200,100,100
2000,4100,4200,XY,200,100,100
2200,4100,4200,XY,200,100,100
2400,4100,4200,XY,200,100,100
2600,4100,4200,XY,200,100,100
2800,4100,4200,XY,200,100,100
3000,4100,4200,XY,200,100,100
3200,4100,4200,XY,200,100,100
3400,4100,4200,XY,200,100,100
3600,4100,4200,XY,200,100,100
3800,4100,4200,XY,200,100,100
4000,4100,4200,XY,200,100,100
0,0,200,XZ,200,100,100
0,4000,200,XZ,200,100,100
200,0,200,XZ,200,100,100
200,4000,200,XZ,200,100,100
400,0,200,XZ,200,100,100
400,4000,200,XZ,200,100,100
600,0,200,XZ,200,100,100
600,4000,200,XZ,200,100,100
800,0,200,XZ,200,100,100
800,4000,200,XZ,200,100,100
1000,0,200,XZ,200,100,100
1000,4000,200,XZ,200,100,100
1200,0,200,XZ,200,100,100
1200,4000,200,XZ,200,100,100
1400,0,200,XZ,200,100,100
1400,4000,200,XZ,200,100,100
1600,0,200,XZ,200,100,100
1600,4000,200,XZ,200,100,100
1800,0,200,XZ,200,100,100
1800,4000,200,XZ,200,100,100
2000,0,200,XZ,200,100,100
2000,4000,200,XZ,200,100,100
2200,0,200,XZ,200,100,100
2200,4000,200,XZ,200,100,100
2400,0,200,XZ,200,100,100
2400,4000,200,XZ,200,100,100
2600,0,200,XZ,200,100,100
2600,4000,200,XZ,200,100,100
2800,0,200,XZ,200,100,100
2800,4000,200,XZ,200,100,100
3000,0,200,XZ,200,100,100
3000,4000,200,XZ,200,100,100
3200,0,200,XZ,200,100,100
3200,4000,200,XZ,200,100,100
3400,0,200,XZ,200,100,100
3400,4000,200,XZ,200,100,100
3600,0,200,XZ,200,100,100
3600,4000,200,XZ,200,100,100
3800,0,200,XZ,200,100,100
3800,4000,200,XZ,200,100,100
4000,0,200,XZ,200,100,100
4000,4000,200,XZ,200,100,100
0,0,300,XZ,200,100,100
0,4000,300,XZ,200,100,100
200,0,300,XZ,200,100,100
200,4000,300,XZ,200,100,100
400,0,300,XZ,200,100,100
400,4000,300,XZ,200,100,100
600,0,300,XZ,200,100,100
600,4000,300,XZ,200,100,100
800,0,300,XZ,200,100,100
800,4000,300,XZ,200,100,100
1000,0,300,XZ,200,100,100
1000,4000,300,XZ,200,100,100
1200,0,300,XZ,200,100,100
1200,4000,300,XZ,200,100,100
1400,0,300,XZ,200,100,100
1400,4000,300,XZ,200,100,100
1600,0,300,XZ,200,100,100
1600,4000,300,XZ,200,100,100
1800,0,300,XZ,200,100,100
1800,4000,300,XZ,200,100,100
2000,0,300,XZ,200,100,100
2000,4000,300,XZ,200,100,100
2200,0,300,XZ,200,100,100
2200,4000,300,XZ,200,100,100
2400,0,300,XZ,200,100,100
2400,4000,300,XZ,200,100,100
2600,0,300,XZ,200,100,100
2600,4000,300,XZ,200,100,100
2800,0,300,XZ,200,100,100
2800,4000,300,XZ,200,100,100
3000,0,300,XZ,200,100,100
3000,4000,300,XZ,200,100,100
3200,0,300,XZ,200,100,100
3200,4000,300,XZ,200,100,100
3400,0,300,XZ,200,100,100
3400,4000,300,XZ,200,100,100
3600,0,300,XZ,200,100,100
3600,4000,300,XZ,200,100,100
3800,0,300,XZ,200,100,100
3800,4000,300,XZ,200,100,100
4000,0,300,XZ,200,100,100
4000,4000,300,XZ,200,100,100
0,0,400,XZ,200,100,100
0,4000,400,XZ,200,100,100
200,0,400,XZ,200,100,100
200,4000,400,XZ,200,100,100
400,0,400,XZ,200,100,100
400,4000,400,XZ,200,100,100
600,0,400,XZ,200,100,100
600,4000,400,XZ,200,100,100
800,0,400,XZ,200,100,100
800,4000,400,XZ,200,100,100
1000,0,400,XZ,200,100,100
1000,4000,400,XZ,200,100,100
1200,0,400,XZ,200,100,100
1200,4000,400,XZ,200,100,100
1400,0,400,XZ,200,100,100
1400,4000,400,XZ,200,100,100
1600,0,400,XZ,200,100,100
1600,4000,400,XZ,200,100,100
1800,0,400,XZ,200,100,100
1800,4000,400,XZ,200,100,100
2000,0,400,XZ,200,100,100
2000,4000,400,XZ,200,100,100
2200,0,400,XZ,200,100,100
2200,4000,400,XZ,200,100,100
2400,0,400,XZ,200,100,100
2400,4000,400,XZ,200,100,100
2600,0,400,XZ,200,100,100
2600,4000,400,XZ,200,100,100
2800,0,400,XZ,200,100,100
2800,4000,400,XZ,200,100,100
3000,0,400,XZ,200,100,100
3000,4000,400,XZ,200,100,100
3200,0,400,XZ,200,100,100
3200,4000,400,XZ,200,100,100
3400,0,400,XZ,200,100,100
3400,4000,400,XZ,200,100,100
3600,0,400,XZ,200,100,100
3600,4000,400,XZ,200,100,100
3800,0,400,XZ,200,100,100
3800,4000,400,XZ,200,100,100
4000,0,400,XZ,200,100,100
4000,4000,400,XZ,200,100,100
0,0,500,XZ,200,100,100
0,4000,500,XZ,200,100,100
200,0,500,XZ,200,100,100
200,4000,500,XZ,200,100,100
400,0,500,XZ,200,100,100
400,4000,500,XZ,200,100,100
600,0,500,XZ,200,100,100
600,4000,500,XZ,200,100,100
800,0,500,XZ,200,100,100
800,4000,500,XZ,200,100,100
1000,0,500,XZ,200,100,100
1000,4000,500,XZ,200,100,100
1200,0,500,XZ,200,100,100
1200,4000,500,XZ,200,100,100
1400,0,500,XZ,200,100,100
1400,4000,500,XZ,200,100,100
1600,0,500,XZ,200,100,100
1600,4000,500,XZ,200,100,100
1800,0,500,XZ,200,100,100
1800,4000,500,XZ,200,100,100
2000,0,500,XZ,200,100,100
2000,4000,500,XZ,200,100,100
2200,0,500,XZ,200,100,100
2200,4000,500,XZ,200,100,100
2400,0,500,XZ,200,100,100
2400,4000,500,XZ,200,100,100
2600,0,500,XZ,200,100,100
2600,4000,500,XZ,200,100,100
2800,0,500,XZ,200,100,100
2800,4000,500,XZ,200,100,100
3000,0,500,XZ,200,100,100
3000,4000,500,XZ,200,100,100
3200,0,500,XZ,200,100,100
3200,4000,500,XZ,200,100,100
3400,0,500,XZ,200,100,100
3400,4000,500,XZ,200,100,100
3600,0,500,XZ,200,100,100
3600,4000,500,XZ,200,100,100
3800,0,500,XZ,200,100,100
3800,4000,500,XZ,200,100,100
4000,0,500,XZ,200,100,100
4000,4000,500,XZ,200,100,100
0,0,600,XZ,200,100,100
0,4000,600,XZ,200,100,100
200,0,600,XZ,200,100,100
200,4000,600,XZ,200,100,100
400,0,600,XZ,200,100,100
400,4000,600,XZ,200,100,100
600,0,600,XZ,200,100,100
600,4000,600,XZ,200,100,100
800,0,600,XZ,200,100,100
800,4000,600,XZ,200,100,100
1000,0,600,XZ,200,100,100
1000,4000,600,XZ,200,100,100
1200,0,600,XZ,200,100,100
1200,4000,600,XZ,200,100,100
1400,0,600,XZ,200,100,100
1400,4000,600,XZ,200,100,100
1600,0,600,XZ,200,100,100
1600,4000,600,XZ,200,100,100
1800,0,600,XZ,200,100,100
1800,4000,600,XZ,200,100,100
2000,0,600,XZ,200,100,100
2000,4000,600,XZ,200,100,100
2200,0,600,XZ,200,100,100
2200,4000,600,XZ,200,100,100
2400,0,600,XZ,200,100,100
2400,4000,600,XZ,200,100,100
2600,0,600,XZ,200,100,100
2600,4000,600,XZ,200,100,100
2800,0,600,XZ,200,100,100
2800,4000,600,XZ,200,100,100
3000,0,600,XZ,200,100,100
3000,4000,600,XZ,200,100,100
3200,0,600,XZ,200,100,100
3200,4000,600,XZ,200,100,100
3400,0,600,XZ,200,100,100
3400,4000,600,XZ,200,100,100
3600,0,600,XZ,200,100,100
3600,4000,600,XZ,200,100,100
3800,0,600,XZ,200,100,100
3800,4000,600,XZ,200,100,100
4000,0,600,XZ,200,100,100
4000,4000,600,XZ,200,100,100
0,0,700,XZ,200,100,100
0,4000,700,XZ,200,100,100
200,0,700,XZ,200,100,100
200,4000,700,XZ,200,100,100
400,0,700,XZ,200,100,100
400,4000,700,XZ,200,100,100
600,0,700,XZ,200,100,100
600,4000,700,XZ,200,100,100
800,0,700,XZ,200,100,100
800,4000,700,XZ,200,100,100
1000,0,700,XZ,200,100,100
1000,4000,700,XZ,200,100,100
1200,0,700,XZ,200,100,100
1200,4000,700,XZ,200,100,100
1400,0,700,XZ,200,100,100
1400,4000,700,XZ,200,100,100
1600,0,700,XZ,200,100,100
1600,4000,700,XZ,200,100,100
1800,0,700,XZ,200,100,100
1800,4000,700,XZ,200,100,100
2000,0,700,XZ,200,100,100
2000,4000,700,XZ,200,100,100
2200,0,700,XZ,200,100,100
2200,4000,700,XZ,200,100,100
2400,0,700,XZ,200,100,100
2400,4000,700,XZ,200,100,100
2600,0,700,XZ,200,100,100
2600,4000,700,XZ,200,100,100
2800,0,700,XZ,200,100,100
2800,4000,700,XZ,200,100,100
3000,0,700,XZ,200,100,100
3000,4000,700,XZ,200,100,100
3200,0,700,XZ,200,100,100
3200,4000,700,XZ,200,100,100
3400,0,700,XZ,200,100,100
3400,4000,700,XZ,200,100,100
3600,0,700,XZ,200,100,100
3600,4000,700,XZ,200,100,100
3800,0,700,XZ,200,100,100
3800,4000,700,XZ,200,100,100
4000,0,700,XZ,200,100,100
4000,4000,700,XZ,200,100,100
0,0,800,XZ,200,100,100
0,4000,800,XZ,200,100,100
200,0,800,XZ,200,100,100
200,4000,800,XZ,200,100,100
400,0,800,XZ,200,100,100
400,4000,800,XZ,200,100,100
600,0,800,XZ,200,100,100
600,4000,800,XZ,200,100,100
800,0,800,XZ,200,100,100
800,4000,800,XZ,200,100,100
1000,0,800,XZ,200,100,100
1000,4000,800,XZ,200,100,100
1200,0,800,XZ,200,100,100
1200,4000,800,XZ,200,100,100
1400,0,800,XZ,200,100,100
1400,4000,800,XZ,200,100,100
1600,0,800,XZ,200,100,100
1600,4000,800,XZ,200,100,100
1800,0,800,XZ,200,100,100
1800,4000,800,XZ,200,100,100
2000,0,800,XZ,200,100,100
2000,4000,800,XZ,200,100,100
2200,0,800,XZ,200,100,100
2200,4000,800,XZ,200,100,100
2400,0,800,XZ,200,100,100
2400,4000,800,XZ,200,100,100
2600,0,800,XZ,200,100,100
2600,4000,800,XZ,200,100,100
2800,0,800,XZ,200,100,100
2800,4000,800,XZ,200,100,100
3000,0,800,XZ,200,100,100
3000,4000,800,XZ,200,100,100
3200,0,800,XZ,200,100,100
3200,4000,800,XZ,200,100,100
3400,0,800,XZ,200,100,100
3400,4000,800,XZ,200,100,100
3600,0,800,XZ,200,100,100
3600,4000,800,XZ,200,100,100
3800,0,800,XZ,200,100,100
3800,4000,800,XZ,200,100,100
4000,0,800,XZ,200,100,100
4000,4000,800,XZ,200,100,100
0,0,900,XZ,200,100,100
0,4000,900,XZ,200,100,100
200,0,900,XZ,200,100,100
200,4000,900,XZ,200,100,100
400,0,900,XZ,200,100,100
400,4000,900,XZ,200,100,100
600,0,900,XZ,200,100,100
600,4000,900,XZ,200,100,100
800,0,900,XZ,200,100,100
800,4000,900,XZ,200,100,100
1000,0,900,XZ,200,100,100
1000,4000,900,XZ,200,100,100
1200,0,900,XZ,200,100,100
1200,4000,900,XZ,200,100,100
1400,0,900,XZ,200,100,100
1400,4000,900,XZ,200,100,100
1600,0,900,XZ,200,100,100
1600,4000,900,XZ,200,100,100
1800,0,900,XZ,200,100,100
1800,4000,900,XZ,200,100,100
2000,0,900,XZ,200,100,100
2000,4000,900,XZ,200,100,100
2200,0,900,XZ,200,100,100
2200,4000,900,XZ,200,100,100
2400,0,900,XZ,200,100,100
2400,4000,900,XZ,200,100,100
2600,0,900,XZ,200,100,100
2600,4000,900,XZ,200,100,100
2800,0,900,XZ,200,100,100
2800,4000,900,XZ,200,100,100
3000,0,900,XZ,200,100,100
3000,4000,900,XZ,200,100,100
3200,0,900,XZ,200,100,100
3200,4000,900,XZ,200,100,100
3400,0,900,XZ,200,100,100
3400,4000,900,XZ,200,100,100
3600,0,900,XZ,200,100,100
3600,4000,900,XZ,200,100,100
3800,0,900,XZ,200,100,100
3800,4000,900,XZ,200,100,100
4000,0,900,XZ,200,100,100
4000,4000,900,XZ,200,100,100
0,0,1000,XZ,200,100,100
0,4000,1000,XZ,200,100,100
200,0,1000,XZ,200,100,100
200,4000,1000,XZ,200,100,100
400,0,1000,XZ,200,100,100
400,4000,1000,XZ,200,100,100
600,0,1000,XZ,200,100,100
600,4000,1000,XZ,200,100,100
800,0,1000,XZ,200,100,100
800,4000,1000,XZ,200,100,100
1000,0,1000,XZ,200,100,100
1000,4000,1000,XZ,200,100,100
1200,0,1000,XZ,200,100,100
1200,4000,1000,XZ,200,100,100
1400,0,1000,XZ,200,100,100
1400,4000,1000,XZ,200,100,100
1600,0,1000,XZ,200,100,100
1600,4000,1000,XZ,200,100,100
1800,0,1000,XZ,200,100,100
1800,4000,1000,XZ,200,100,100
2000,0,1000,XZ,200,100,100
2000,4000,1000,XZ,200,100,100
2200,0,1000,XZ,200,100,100
2200,4000,1000,XZ,200,100,100
2400,0,1000,XZ,200,100,100
2400,4000,1000,XZ,200,100,100
2600,0,1000,XZ,200,100,100
2600,4000,1000,XZ,200,100,100
2800,0,1000,XZ,200,100,100
2800,4000,1000,XZ,200,100,100
3000,0,1000,XZ,200,100,100
3000,4000,1000,XZ,200,100,100
3200,0,1000,XZ,200,100,100
3200,4000,1000,XZ,200,100,100
3400,0,1000,XZ,200,100,100
3400,4000,1000,XZ,200,100,100
3600,0,1000,XZ,200,100,100
3600,4000,1000,XZ,200,100,100
3800,0,1000,XZ,200,100,100
3800,4000,1000,XZ,200,100,100
4000,0,1000,XZ,200,100,100
4000,4000,1000,XZ,200,100,100
0,0,1100,XZ,200,100,100
0,4000,1100,XZ,200,100,100
200,0,1100,XZ,200,100,100
200,4000,1100,XZ,200,100,100
400,0,1100,XZ,200,100,100
400,4000,1100,XZ,200,100,100
600,0,1100,XZ,200,100,100
600,4000,1100,XZ,200,100,100
800,0,1100,XZ,200,100,100
800,4000,1100,XZ,200,100,100
1000,0,1100,XZ,200,100,100
1000,4000,1100,XZ,200,100,100
1200,0,1100,XZ,200,100,100
1200,4000,1100,XZ,200,100,100
1400,0,1100,XZ,200,100,100
1400,4000,1100,XZ,200,100,100
1600,0,1100,XZ,200,100,100
1600,4000,1100,XZ,200,100,100
1800,0,1100,XZ,200,100,100
1800,4000,1100,XZ,200,100,100
2000,0,1100,XZ,200,100,100
2000,4000,1100,XZ,200,100,100
2200,0,1100,XZ,200,100,100
2200,4000,1100,XZ,200,100,100
2400,0,1100,XZ,200,100,100
2400,4000,1100,XZ,200,100,100
2600,0,1100,XZ,200,100,100
2600,4000,1100,XZ,200,100,100
2800,0,1100,XZ,200,100,100
2800,4000,1100,XZ,200,100,100
3000,0,1100,XZ,200,100,100
3000,4000,1100,XZ,200,100,100
3200,0,1100,XZ,200,100,100
3200,4000,1100,XZ,200,100,100
3400,0,1100,XZ,200,100,100
3400,4000,1100,XZ,200,100,100
3600,0,1100,XZ,200,100,100
3600,4000,1100,XZ,200,100,100
3800,0,1100,XZ,200,100,100
3800,4000,1100,XZ,200,100,100
4000,0,1100,XZ,200,100,100
4000,4000,1100,XZ,200,100,100
0,0,1200,XZ,200,100,100
0,4000,1200,XZ,200,100,100
200,0,1200,XZ,200,100,100
200,4000,1200,XZ,200,100,100
400,0,1200,XZ,200,100,100
400,4000,1200,XZ,200,100,100
600,0,1200,XZ,200,100,100
600,4000,1200,XZ,200,100,100
800,0,1200,XZ,200,100,100
800,4000,1200,XZ,200,100,100
1000,0,1200,XZ,200,100,100
1000,4000,1200,XZ,200,100,100
1200,0,1200,XZ,200,100,100
1200,4000,1200,XZ,200,100,100
1400,0,1200,XZ,200,100,100
1400,4000,1200,XZ,200,100,100
1600,0,1200,XZ,200,100,100
1600,4000,1200,XZ,200,100,100
1800,0,1200,XZ,200,100,100
1800,4000,1200,XZ,200,100,100
2000,0,1200,XZ,200,100,100
2000,4000,1200,XZ,200,100,100
2200,0,1200,XZ,200,100,100
2200,4000,1200,XZ,200,100,100
2400,0,1200,XZ,200,100,100
2400,4000,1200,XZ,200,100,100
2600,0,1200,XZ,200,100,100
2600,4000,1200,XZ,200,100,100
2800,0,1200,XZ,200,100,100
2800,4000,1200,XZ,200,100,100
3000,0,1200,XZ,200,100,100
3000,4000,1200,XZ,200,100,100
3200,0,1200,XZ,200,100,100
3200,4000,1200,XZ,200,100,100
3400,0,1200,XZ,200,100,100
3400,4000,1200,XZ,200,100,100
3600,0,1200,XZ,200,100,100
3600,4000,1200,XZ,200,100,100
3800,0,1200,XZ,200,100,100
3800,4000,1200,XZ,200,100,100
4000,0,1200,XZ,200,100,100
4000,4000,1200,XZ,200,100,100
0,0,1300,XZ,200,100,100
0,4000,1300,XZ,200,100,100
200,0,1300,XZ,200,100,100
200,4000,1300,XZ,200,100,100
400,0,1300,XZ,200,100,100
400,4000,1300,XZ,200,100,100
600,0,1300,XZ,200,100,100
600,4000,1300,XZ,200,100,100
800,0,1300,XZ,200,100,100
800,4000,1300,XZ,200,100,100
1000,0,1300,XZ,200,100,100
1000,4000,1300,XZ,200,100,100
1200,0,1300,XZ,200,100,100
1200,4000,1300,XZ,200,100,100
1400,0,1300,XZ,200,100,100
1400,4000,1300,XZ,200,100,100
1600,0,1300,XZ,200,100,100
1600,4000,1300,XZ,200,100,100
1800,0,1300,XZ,200,100,100
1800,4000,1300,XZ,200,100,100
2000,0,1300,XZ,200,100,100
2000,4000,1300,XZ,200,100,100
2200,0,1300,XZ,200,100,100
2200,4000,1300,XZ,200,100,100
2400,0,1300,XZ,200,100,100
2400,4000,1300,XZ,200,100,100
2600,0,1300,XZ,200,100,100
2600,4000,1300,XZ,200,100,100
2800,0,1300,XZ,200,100,100
2800,4000,1300,XZ,200,100,100
3000,0,1300,XZ,200,100,100
3000,4000,1300,XZ,200,100,100
3200,0,1300,XZ,200,100,100
3200,4000,1300,XZ,200,100,100
3400,0,1300,XZ,200,100,100
3400,4000,1300,XZ,200,100,100
3600,0,1300,XZ,200,100,100
3600,4000,1300,XZ,200,100,100
3800,0,1300,XZ,200,100,100
3800,4000,1300,XZ,200,100,100
4000,0,1300,XZ,200,100,100
4000,4000,1300,XZ,200,100,100
0,0,1400,XZ,200,100,100
0,4000,1400,XZ,200,100,100
200,0,1400,XZ,200,100,100
200,4000,1400,XZ,200,100,100
400,0,1400,XZ,200,100,100
400,4000,1400,XZ,200,100,100
600,0,1400,XZ,200,100,100
600,4000,1400,XZ,200,100,100
800,0,1400,XZ,200,100,100
800,4000,1400,XZ,200,100,100
1000,0,1400,XZ,200,100,100
1000,4000,1400,XZ,200,100,100
1200,0,1400,XZ,200,100,100
1200,4000,1400,XZ,200,100,100
1400,0,1400,XZ,200,100,100
1400,4000,1400,XZ,200,100,100
1600,0,1400,XZ,200,100,100
1600,4000,1400,XZ,200,100,100
1800,0,1400,XZ,200,100,100
1800,4000,1400,XZ,200,100,100
2000,0,1400,XZ,200,100,100
2000,4000,1400,XZ,200,100,100
2200,0,1400,XZ,200,100,100
2200,4000,1400,XZ,200,100,100
2400,0,1400,XZ,200,100,100
2400,4000,1400,XZ,200,100,100
2600,0,1400,XZ,200,100,100
2600,4000,1400,XZ,200,100,100
2800,0,1400,XZ,200,100,100
2800,4000,1400,XZ,200,100,100
3000,0,1400,XZ,200,100,100
3000,4000,1400,XZ,200,100,100
3200,0,1400,XZ,200,100,100
3200,4000,1400,XZ,200,100,100
3400,0,1400,XZ,200,100,100
3400,4000,1400,XZ,200,100,100
3600,0,1400,XZ,200,100,100
3600,4000,1400,XZ,200,100,100
3800,0,1400,XZ,200,100,100
3800,4000,1400,XZ,200,100,100
4000,0,1400,XZ,200,100,100
4000,4000,1400,XZ,200,100,100
0,0,1500,XZ,200,100,100
0,4000,1500,XZ,200,100,100
200,0,1500,XZ,200,100,100
200,4000,1500,XZ,200,100,100
400,0,1500,XZ,200,100,100
400,4000,1500,XZ,200,100,100
600,0,1500,XZ,200,100,100
600,4000,1500,XZ,200,100,100
800,0,1500,XZ,200,100,100
800,4000,1500,XZ,200,100,100
1000,0,1500,XZ,200,100,100
1000,4000,1500,XZ,200,100,100
1200,0,1500,XZ,200,100,100
1200,4000,1500,XZ,200,100,100
1400,0,1500,XZ,200,100,100
1400,4000,1500,XZ,200,100,100
1600,0,1500,XZ,200,100,100
1600,4000,1500,XZ,200,100,100
1800,0,1500,XZ,200,100,100
1800,4000,1500,XZ,200,100,100
2000,0,1500,XZ,200,100,100
2000,4000,1500,XZ,200,100,100
2200,0,1500,XZ,200,100,100
2200,4000,1500,XZ,200,100,100
2400,0,1500,XZ,200,100,100
2400,4000,1500,XZ,200,100,100
2600,0,1500,XZ,200,100,100
2600,4000,1500,XZ,200,100,100
2800,0,1500,XZ,200,100,100
2800,4000,1500,XZ,200,100,100
3000,0,1500,XZ,200,100,100
3000,4000,1500,XZ,200,100,100
3200,0,1500,XZ,200,100,100
3200,4000,1500,XZ,200,100,100
3400,0,1500,XZ,200,100,100
3400,4000,1500,XZ,200,100,100
3600,0,1500,XZ,200,100,100
3600,4000,1500,XZ,200,100,100
3800,0,1500,XZ,200,100,100
3800,4000,1500,XZ,200,100,100
4000,0,1500,XZ,200,100,100
4000,4000,1500,XZ,200,100,100
0,0,1600,XZ,200,100,100
0,4000,1600,XZ,200,100,100
200,0,1600,XZ,200,100,100
200,4000,1600,XZ,200,100,100
400,0,1600,XZ,200,100,100
400,4000,1600,XZ,200,100,100
600,0,1600,XZ,200,100,100
600,4000,1600,XZ,200,100,100
800,0,1600,XZ,200,100,100
800,4000,1600,XZ,200,100,100
1000,0,1600,XZ,200,100,100
1000,4000,1600,XZ,200,100,100
1200,0,1600,XZ,200,100,100
